repeat,sample,opt_obj,upper_bound,lower_bound,total_iterations,exact_iterations,inexact_iterations,total_time,total_time_master,total_time_subproblem_exact,total_time_subproblem_pdl,investments
0,45,17310338.56754962,17310338.5675496,17310338.5675496,93,85,8,1.4013288021087646,0.5892541408538818,0.8053121566772461,0.006762504577636719,"[69.0, -0.0, 159.0, 2481.0, 33.0, 126.0]"
0,46,15817802.19130886,15817802.191308865,15817802.191308863,111,96,15,1.8803024291992188,0.9795506000518799,0.8883435726165771,0.012408256530761719,"[46.0, -0.0, 168.0, 2342.0, 34.0, 129.0]"
0,47,20052211.00257899,20052211.002579004,20052211.002579004,83,76,7,1.3210599422454834,0.5785191059112549,0.7362668514251709,0.006273984909057617,"[69.0, 4.0, 186.0, 3023.0, 39.0, 16.0]"
0,48,17677233.065249786,17677233.065249793,17677233.065249793,110,99,11,2.100773811340332,1.15431809425354,0.9368548393249512,0.00960087776184082,"[49.0, 2.0, 188.0, 2502.0, 38.0, 199.0]"
0,49,17709224.99598109,17709224.995981105,17709224.995981105,80,69,11,1.2992982864379883,0.6511027812957764,0.6380875110626221,0.010107994079589844,"[60.0, -0.0, 181.0, 2806.0, 38.0, 110.0]"
0,50,18443384.380119644,18443384.38011965,18443384.38011965,105,95,10,1.8346896171569824,0.9134423732757568,0.9128131866455078,0.008434057235717773,"[61.0, -0.0, 177.0, 2514.0, 39.0, 78.0]"
0,51,21217155.030631553,21217155.030631542,21217155.030631542,74,63,11,0.8153021335601807,0.2189950942993164,0.5864508152008057,0.009856224060058594,"[60.0, -0.0, 179.0, 3693.0, 41.0, 61.0]"
0,52,19283761.242272943,19283761.242272936,19283761.242272936,87,75,12,1.296473503112793,0.598766565322876,0.6871883869171143,0.010518550872802734,"[68.0, -0.0, 192.0, 2606.0, 40.0, 3.0]"
0,53,20061173.857876804,20061173.857876807,20061173.857876807,85,74,11,1.4752740859985352,0.757401704788208,0.7079050540924072,0.009967327117919922,"[75.0, 1.0, 193.0, 2747.0, 40.0, 157.0]"
0,54,20557555.07703166,20557555.077031642,20557555.077031646,79,69,10,1.3871679306030273,0.712327241897583,0.6654284000396729,0.009412288665771484,"[75.0, 1.0, 207.0, 2402.0, 42.0, -0.0]"
0,55,22223956.22668862,22223956.22668863,22223956.22668863,76,64,12,1.0256609916687012,0.442166805267334,0.5709819793701172,0.01251220703125,"[84.0, 10.0, 205.0, 2091.0, 44.0, -0.0]"
0,56,22869762.527997322,22869762.527997352,22869762.52799735,95,84,11,1.7879350185394287,1.000586748123169,0.778080940246582,0.009267330169677734,"[57.0, 5.0, 227.0, 2096.0, 45.0, 24.0]"
0,57,29005885.51427178,29005885.51427179,29005885.514271792,54,39,15,0.6156983375549316,0.2326655387878418,0.36922264099121094,0.013810157775878906,"[83.0, -0.0, 242.0, -0.0, 55.0, 9.0]"
